"lat","lon","cell_id","year","biomass"
34.3886968440074,-119.522626611971,43,2010,198
34.3887035692739,-119.522300576451,44,2010,421
34.388710293673,-119.521974540824,45,2010,232
34.3889738567676,-119.522308688367,54,2010,198
34.3890754716587,-119.543517199839,56,2010,737
34.3890822526517,-119.543191168126,57,2010,420
34.3891229203916,-119.541234975564,61,2010,423
34.389129695312,-119.540908943089,62,2010,462
34.3891500148677,-119.539930845011,63,2010,461
34.3891567863179,-119.539604812101,64,2010,602
34.3892306925761,-119.522968875504,73,2010,123
34.3892374188457,-119.522642838001,74,2010,241
34.3892441442476,-119.52231680039,75,2010,443
34.389250868782,-119.521990762671,76,2010,521
34.3893321899695,-119.544177445247,78,2010,488
34.3893389727658,-119.543851412707,79,2010,927
34.3893457546946,-119.543525380058,80,2010,1364
34.3893525357558,-119.543199347299,81,2010,985
34.3893593159495,-119.542873314432,82,2010,1094
34.3893660952757,-119.542547281456,83,2010,921
34.3893728737343,-119.542221248371,84,2010,663
34.3893796513254,-119.541895215177,85,2010,382
34.3893864280489,-119.541569181874,86,2010,1416
34.3893932039049,-119.541243148462,87,2010,2094
34.3893999788934,-119.540917114941,88,2010,2067
34.3894067530144,-119.540591081312,89,2010,1282
34.3894135262678,-119.540265047574,90,2010,468
34.3894202986536,-119.539939013726,91,2010,461
34.3894942527024,-119.523303028169,100,2010,740
34.3895009799072,-119.522976989728,102,2010,1170
34.3895077062443,-119.522650951179,104,2010,1362
34.3895144317139,-119.522324912521,106,2010,598
34.3895345964954,-119.547445957532,110,2010,188
34.3895413880353,-119.547119925037,112,2010,460
34.3895481787076,-119.546793892432,114,2010,347
34.3895889045235,-119.544837694513,117,2010,207
34.3895956891231,-119.544511661144,119,2010,301
34.3896024728552,-119.544185627667,121,2010,700
34.3896092557198,-119.543859594081,123,2010,1320
34.3896160377167,-119.543533560386,125,2010,1343
34.3896228188462,-119.543207526582,127,2010,756
34.3896295991081,-119.542881492669,129,2010,1114
34.3896363785025,-119.542555458647,131,2010,1248
34.3896431570293,-119.542229424516,133,2010,756
34.3896433006909,-119.52917983581,134,2010,391
34.3896499346886,-119.541903390276,135,2010,1299
34.3896567114803,-119.541577355927,137,2010,1907
34.3896634874046,-119.54125132147,138,2010,2597
34.3896702624612,-119.540925286903,139,2010,2431
34.3896770366503,-119.540599252228,140,2010,1392
34.3896838099719,-119.540273217444,141,2010,288
34.3897514954721,-119.537012863619,150,2010,576
34.3897578118121,-119.523637182925,151,2010,750
34.3897582592506,-119.536686827638,152,2010,440
34.3897645399521,-119.523311143546,153,2010,1661
34.3897650221615,-119.536360791549,154,2010,496
34.3897712672245,-119.522985104059,155,2010,1283
34.3897717842049,-119.536034755351,156,2010,836
34.3897779936294,-119.522659064464,157,2010,1007
34.3897785453806,-119.535708719045,158,2010,958
34.3897853056889,-119.53538268263,159,2010,685
34.3897912928655,-119.548106217275,160,2010,266
34.3897920651296,-119.535056646106,161,2010,966
34.3897980862087,-119.547780183951,162,2010,1034
34.3897988237026,-119.534730609474,163,2010,901
34.3898048786845,-119.547454150519,164,2010,1284
34.3898055814082,-119.534404572733,165,2010,498
34.3898116702927,-119.547128116978,166,2010,1272
34.3898123382461,-119.534078535883,167,2010,310
34.3898184610334,-119.546802083327,168,2010,598
34.3898252509065,-119.546476049567,170,2010,384
34.3898320399121,-119.546150015699,172,2010,501
34.3898388280501,-119.545823981721,174,2010,183
34.3898524017236,-119.545171913438,177,2010,727
34.389859187259,-119.544845879133,179,2010,883
34.3898659719269,-119.544519844719,181,2010,754
34.3898727557272,-119.544193810196,183,2010,592
34.38987953866,-119.543867775564,185,2010,754
34.3898863207253,-119.543541740823,187,2010,423
34.3898866062041,-119.530492123377,188,2010,362
34.3898931019229,-119.543215705973,189,2010,246
34.3898998822531,-119.542889671014,191,2010,219
34.3899000981907,-119.529840046966,192,2010,219
34.3899066617157,-119.542563635946,193,2010,219
34.3899068428827,-119.529514008598,194,2010,731
34.389913586707,-119.529187970122,196,2010,853
34.3899202180382,-119.541911565484,197,2010,767
34.3899203296638,-119.528861931537,198,2010,266
34.3899269948982,-119.541585530089,199,2010,778
34.3899337708905,-119.541259494586,200,2010,1416
34.3899405460154,-119.540933458974,201,2010,1090
34.3899473202726,-119.540607423252,202,2010,1598
34.3900150151295,-119.537347060057,211,2010,182
34.3900217798436,-119.537021023139,212,2010,426
34.3900280989804,-119.523645299456,213,2010,890
34.3900285436902,-119.536694986113,214,2010,259
34.3900348271881,-119.523319259031,215,2010,1159
34.3900415545282,-119.522993218498,217,2010,165
34.3900420687805,-119.536042911734,218,2010,214
34.3900479854783,-119.548766480873,219,2010,660
34.3900488300243,-119.535716874382,221,2010,550
34.390054780625,-119.548440446722,222,2010,1292
34.3900555904006,-119.535390836921,223,2010,1253
34.3900615749042,-119.548114412462,224,2010,1694
34.3900623499092,-119.535064799351,225,2010,1579
34.3900683683158,-119.547788378093,226,2010,1868
34.3900691085503,-119.534738761673,227,2010,1550
34.3900751608599,-119.547462343615,228,2010,1482
34.3900758663238,-119.534412723886,229,2010,1368
34.3900819525364,-119.547136309028,230,2010,943
34.3900826232298,-119.534086685991,231,2010,1236
34.3900887433454,-119.546810274331,232,2010,508
34.3900893792682,-119.533760647987,233,2010,822
34.3900955332869,-119.546484239526,234,2010,267
34.3901023223608,-119.546158204611,236,2010,407
34.3901091105671,-119.545832169588,238,2010,322
34.3901158979059,-119.545506134455,240,2010,919
34.3901226843772,-119.545180099213,242,2010,1182
34.3901294699809,-119.544854063862,244,2010,1151
