"lat","lon","biomass"
33.9731867427745,-120.220836582736,1085
33.9745374427789,-120.220887565376,687
33.9748075827361,-120.220897762311,1134
33.9750777226786,-120.220907959383,1046
33.9753478626066,-120.22091815659,378
33.9796700994722,-120.221081330381,339
33.9729250971005,-120.220502145459,772
33.9742757976074,-120.220553122309,687
33.9745459376651,-120.220563318086,1056
33.9748160777081,-120.220573513999,1252
33.9750862177367,-120.220583710049,1281
33.9753563577506,-120.220593906234,486
33.9742842915552,-120.220228875905,541
33.9745544316987,-120.220239070661,1124
33.9748245718277,-120.220249265552,1066
33.9750947119422,-120.220259460579,1115
33.9729420832844,-120.219853662738,492
33.9732122235868,-120.219863855792,270
33.9737525041478,-120.219884242307,280
33.97456292488,-120.219914823099,1066
33.9748330650948,-120.219925016968,212
33.9726804346949,-120.219519229277,560
33.9729505750978,-120.219529421174,580
33.9767495226814,-120.21902360982,511
33.9764878726832,-120.218689162807,309
33.9767580131397,-120.218699353538,309
33.9740650966664,-120.218273206147,290
33.972452739699,-120.217887837881,309
33.9727228805457,-120.21789802453,717
33.9729930213779,-120.217908211316,658
33.9732631621955,-120.217918398237,280
33.9740735845609,-120.217948959816,290
33.9719209443171,-120.217543226697,212
33.9721910852789,-120.217553412054,639
33.972461226226,-120.217563597546,968
33.9727313671586,-120.217573783174,1183
33.9730015080767,-120.217583968937,648
33.9713891476812,-120.21719862001,378
33.9716592887579,-120.217208804073,697
33.9719294298201,-120.217218988272,1212
33.9721995708677,-120.217229172606,1399
33.9724697119006,-120.217239357076,1232
33.9727398529191,-120.217249541682,1212
33.9730099939229,-120.217259726423,309
33.9708573497913,-120.216854017817,1105
33.971127490983,-120.216864200587,1438
33.9713976321601,-120.216874383492,2212
33.9716677733226,-120.216884566533,1947
33.9719379144706,-120.21689474971,1732
33.972208055604,-120.216904933022,1702
33.9724781967229,-120.21691511647,1399
33.9727483378271,-120.216925300054,1046
33.9730184789168,-120.216935483773,599
33.973288619992,-120.216945667628,388
33.9735587610525,-120.216955851619,339
33.9708658332462,-120.216529783208,1830
33.9711359745236,-120.216539964956,1781
33.9714061157866,-120.216550146839,1937
33.9716762570349,-120.216560328858,2065
33.9719463982688,-120.216570511013,1673
33.972216539488,-120.216580693303,1781
33.9724866806927,-120.216590875729,1379
33.9727568218828,-120.21660105829,697
33.9732971042192,-120.21662142382,290
33.9735672453656,-120.216631606789,319
33.9676326183528,-120.216083390335,163
33.9679027598909,-120.216093569433,172
33.9708743158486,-120.216205548464,1428
33.971144457212,-120.216215729189,1663
33.9714145985607,-120.21622591005,1771
33.9716847398949,-120.216236091047,1232
33.9719548812145,-120.21624627218,300
33.9722250225196,-120.216256453448,1389
33.97249516381,-120.216266634852,1389
33.9727653050859,-120.216276816391,825
33.9730354463473,-120.216286998066,541
33.9733055875941,-120.216297179877,202
33.9735757288262,-120.216307361823,590
33.9738458700439,-120.216317543905,388
33.9681813823065,-120.215779524006,163
33.9708827975988,-120.215881313583,570
33.9711529390479,-120.215891493287,1340
33.9714230804825,-120.215901673126,1212
33.9722335046987,-120.215932213457,1105
33.972503646075,-120.215942393839,736
33.9727737874367,-120.215952574356,736
33.9730439287838,-120.215962755009,717
33.9733140701164,-120.215972935798,668
33.9735842114344,-120.215983116722,437
33.9738543527378,-120.215993297782,349
33.9681898623464,-120.215455299209,221
33.968460004027,-120.215465476535,658
33.968730145693,-120.215475653996,501
33.9711614200315,-120.215567257249,300
33.9714315615518,-120.215577436066,1232
33.9717017030576,-120.215587615019,1477
33.9719718445488,-120.215597794107,1056
33.9722419860254,-120.215607973331,251
33.9725121274875,-120.21561815269,570
33.972782268935,-120.215628332186,687
33.9730524103679,-120.215638511816,756
33.9733225517863,-120.215648691583,870
33.968198341534,-120.215131074278,541
33.9684684833004,-120.215141250581,1056
33.9687386250521,-120.215151427021,1056
33.9690087667893,-120.215161603595,560
33.9706296169067,-120.215222665892,202
33.9711699001626,-120.215243021075,609
33.9714400417687,-120.21525319887,1320
33.9717101833603,-120.215263376801,1320
33.9727907495809,-120.21530408988,717
33.9730608910996,-120.215314268488,629
33.9733310326038,-120.215324447232,531
33.9736011740933,-120.215334626112,349
33.9679366780027,-120.214796674064,251
33.9682068198693,-120.21480684921,889
33.9684769617214,-120.214817024492,221
33.9706380960139,-120.214898431627,251
33.9727992293743,-120.214979847438,212
33.9730693709788,-120.214990025024,339
33.9733395125687,-120.215000202746,639
33.9736096541441,-120.215010380604,570
33.963082597766,-120.214289338819,290
33.9668645874446,-120.21443175474,221
33.9674048714514,-120.21445210204,221
33.967675013433,-120.214462275894,550
33.9679451553999,-120.214472449883,1056
33.9682152973524,-120.214482624007,1203
33.9706465742688,-120.214574197226,241
33.9709167160756,-120.214584372706,1252
33.9719972831571,-120.214625075981,212
33.9722674248911,-120.214635252139,825
33.9725375666105,-120.214645428432,805
33.9728077083153,-120.214655604861,599
33.9730778500056,-120.214665781425,433
34.0106274031961,-120.216081643758,407
34.0108975428464,-120.216091839319,972
33.9630910727675,-120.213965132894,776
33.9668730636465,-120.214107534511,580
33.967143205743,-120.214117707072,1026
33.9674133478248,-120.214127879767,1026
33.9676834898922,-120.214138052599,1134
33.9679536319449,-120.214148225566,1017
33.9682237739831,-120.214158398668,1193
33.9684939160067,-120.214168571906,300
33.9709251935639,-120.214260137148,417
33.9720057609884,-120.214300836334,668
33.9722759028081,-120.21431101147,1144
33.9725460446133,-120.214321186741,795
33.9728161864039,-120.214331362148,678
33.97308632818,-120.21434153769,202
34.0100956137804,-120.215736869146,466
34.0103657535457,-120.215747063412,844
34.0106358932964,-120.215757257813,1634
34.0109060330325,-120.215767452351,1712
33.9630995469169,-120.213640926834,172
33.9679621076376,-120.213824001114,212
33.9682322497615,-120.213834173194,840
33.9720142379673,-120.213976596552,834
33.9722843798728,-120.213986770666,1163
34.0101041028554,-120.215412485114,1070
34.0103742427065,-120.215422678356,1781
34.010644382543,-120.215432871733,1800
34.010914522365,-120.215443065247,1163
33.9720227140938,-120.213652356635,251
34.0098424511252,-120.215077908865,687
34.0101125910767,-120.215088100947,962
34.0103827310137,-120.215098293164,1252
33.9658179175789,-120.213094196386,221
33.9650244337897,-120.212415262966,260
33.9696253284134,-120.212263880678,153
33.9698954708785,-120.212274048462,648
33.9696337995065,-120.211939649282,221
33.9699039420574,-120.211949816044,697
33.9696422697473,-120.21161541775,349
33.9699124123838,-120.211625583489,329
33.9696507391357,-120.211291186082,541
33.9699208818579,-120.2113013508,212
33.9688487791608,-120.210936464004,202
33.9693890648494,-120.210956790719,496
33.9696592076718,-120.210966954279,707
33.9699293504797,-120.210977117975,678
33.970199493273,-120.210987281806,687
33.9704696360517,-120.210997445773,550
33.9683169606695,-120.210591911002,241
33.9685871036358,-120.210602072999,163
33.9688572465876,-120.210612235131,221
33.9691273895248,-120.210622397399,1066
33.9693975324475,-120.210632559802,687
33.9696676753555,-120.210642722341,349
33.9699378182491,-120.210652885014,756
33.9702079611281,-120.210663047824,717
33.9629225629766,-120.210064492962,300
33.9683254270727,-120.210267684038,639
33.9685955701246,-120.210277845013,358
33.9688657131621,-120.210288006123,212
33.9694059991932,-120.21030832875,717
33.9696761421869,-120.210318490267,1291
33.9699462851661,-120.210328651919,727
33.9702164281308,-120.210338813706,407
33.969684608166,-120.209994258058,212
34.0088552005516,-120.211468963412,668
33.9623992027284,-120.209395767456,212
33.9624076646911,-120.209071562565,1115
33.9626778083201,-120.209081717497,1428
33.9629479519347,-120.209091872565,893
33.9632180955346,-120.209102027768,997
33.9667299610094,-120.20923405772,300
33.9670001044057,-120.209244214818,668
33.9672702477873,-120.20925437205,697
33.9675403911544,-120.209264529418,388
33.9586341122685,-120.208605216989,202
33.9621459820724,-120.208737203763,172
33.9624161258016,-120.208747357538,1105
33.9626862695163,-120.208757511449,1350
33.9629564132164,-120.208767665495,1252
33.9632265569019,-120.208777819677,746
33.9667384234897,-120.208909836346,658
33.9670085669715,-120.208919992422,756
33.9672787104387,-120.208930148632,795
33.9678189973296,-120.20895046146,182
33.961614154572,-120.208392694521,1046
33.9621544422453,-120.208412999623,629
33.9624245860601,-120.208423152377,854
33.9626947298603,-120.208433305266,1634
33.962964873646,-120.208443458291,1066
33.9640454486433,-120.208484071741,251
33.9643155923562,-120.208494225442,251
33.9667468851177,-120.208585614837,727
33.9670170286851,-120.20859576989,854
33.9672871722379,-120.208605925079,687
33.9581107413141,-120.20793653559,241
33.9583808854328,-120.207946685294,531
33.9586510295369,-120.207956835133,221
33.9608121818458,-120.208038038714,687
33.9613524697775,-120.208058340962,609
33.9616226137215,-120.208068492289,1281
33.9621629015659,-120.208088795348,658
33.9624330454663,-120.20809894708,1026
33.9627031893522,-120.208109098948,1017
33.9629733332235,-120.20811925095,202
33.964053908563,-120.208159860314,212
33.9643240523615,-120.208170012993,202
33.9645941961455,-120.208180165808,251
33.9667553458934,-120.208261393192,864
33.9670254895464,-120.208271547224,981
33.9675657768087,-120.208291855693,658
33.9678359204181,-120.208302010131,505
33.9575789100471,-120.207592049543,163
33.9578490542804,-120.207602197955,619
33.9581191984991,-120.207612346503,629
33.9583893427033,-120.207622495185,928
33.958659486893,-120.207632644003,958
33.9589296310681,-120.207642792956,550
33.9591997752287,-120.207652942044,329
33.9608206398865,-120.207713839412,746
33.961631072019,-120.207744289921,1212
33.9619012160341,-120.207754440362,388
33.9627116479919,-120.207784892494,212
33.9664936620637,-120.207927018538,368
33.9667638058169,-120.207937171412,378
33.9670339495554,-120.207947324422,727
33.9673040932795,-120.207957477567,289
33.9578575105278,-120.207278009754,648
33.9581276548322,-120.20728815728,687
33.9583977991219,-120.207298304941,1134
33.9586679433971,-120.207308452737,1026
33.9589380876578,-120.207318600669,938
33.959208231904,-120.207328748735,874
33.9594783761355,-120.207338896937,241
33.9605589529163,-120.207379491096,202
33.9608290970751,-120.207389639974,221
33.9616395294643,-120.207420087419,639
33.9575958215189,-120.206943675048,251
33.9578659659233,-120.206953821417,648
33.9584062546885,-120.206974114561,1056
33.9586763990493,-120.206984261336,531
33.9589465433955,-120.206994408246,1144
33.9592166877272,-120.207004555291,1340
33.9594868320443,-120.207014702472,648
33.9600271206349,-120.207034997238,541
33.9602972649084,-120.207045144824,1340
33.9605674091673,-120.207055292545,1075
33.9611076976416,-120.207075588393,251
33.9573341314724,-120.206609342385,221
33.9576042759769,-120.206619487598,629
33.9578744204669,-120.206629632946,850
33.9581445649423,-120.206639778429,511
33.9584147094031,-120.206649924047,668
33.9586848538494,-120.2066600698,212
33.9589549982812,-120.206670215689,541
33.9592251426985,-120.206680361712,860
33.959495287101,-120.206690507871,212
33.9597654314892,-120.206700654165,339
33.9600355758628,-120.206710800595,834
33.9603057202218,-120.206720947159,1252
33.9605758645663,-120.206731093858,678
33.9613862975124,-120.206761534768,525
33.9573425849928,-120.206285155821,599
33.9576127295829,-120.206295300012,1183
33.9578828741584,-120.206305444339,821
33.9586933077976,-120.206335878129,300
33.9589634523149,-120.206346022996,805
33.9592335968176,-120.206356167998,938
33.9595037413058,-120.206366313136,260
33.9597738857795,-120.206376458408,368
33.9600440302386,-120.206386603816,1232
33.9603141746831,-120.206396749359,1320
33.9573510376613,-120.205960969122,1144
33.9576211823369,-120.205971112291,1105
33.9578913269979,-120.205981255597,772
33.9581614716444,-120.205991399037,280
33.9587017608937,-120.206011686323,707
33.9589719054965,-120.206021830168,1291
33.9592420500848,-120.206031974149,1075
33.9597823392177,-120.206052262516,697
33.9600524837623,-120.206062406902,525
33.9578997789855,-120.205657066719,319
33.9587102131378,-120.205687494381,290
33.9589803578262,-120.205697637205,1291
33.9592505024999,-120.205707780164,1271
33.9597907918039,-120.205728066488,707
33.9600609364341,-120.205738209853,339
33.9565575058154,-120.205282172747,212
33.957638085289,-120.205322736445,260
33.957908230121,-120.205332877707,221
33.9581783749385,-120.205343019104,212
33.9587186645299,-120.205363302304,1056
33.9589888093037,-120.205373444107,1438
33.959258954063,-120.205383586045,834
33.9565659556715,-120.204957988706,202
33.9568361006472,-120.204968128407,212
33.9571062456084,-120.204978268242,202
33.9579166804046,-120.205008688559,290
33.9581868253076,-120.205018828935,1222
33.9584569701961,-120.205028969446,795
33.95872711507,-120.205039110093,1183
33.9589972599293,-120.205049250874,1212
33.9592674047741,-120.20505939179,398
33.9573848398156,-120.204664220973,609
33.9576549848332,-120.204674360057,1115
33.9579251298362,-120.204684499277,844
33.9581952748247,-120.204694638631,1526
33.9584654197986,-120.204704778121,1222
33.9587355647581,-120.204714917746,913
33.9590057097029,-120.204725057505,844
33.9571231431067,-120.20432989567,290
33.9573932882243,-120.204340033598,1399
33.9576634333273,-120.204350171661,1879
33.9579335784158,-120.204360309859,1585
33.9582037234898,-120.204370448192,1359
33.9584738685492,-120.20438058666,1095
33.9587440135941,-120.204390725264,466
33.9555107190541,-120.203944890579,192
33.9571315905779,-120.204005709182,639
33.957401735781,-120.204015846088,1271
33.9576718809695,-120.20402598313,1281
33.9579420261434,-120.204036120306,1438
33.9582121713029,-120.204046257618,1301
33.9584823164478,-120.204056395065,805
33.956869891894,-120.203671386808,172
33.9571400371971,-120.203681522558,958
33.9574101824857,-120.203691658443,1144
33.9576803277596,-120.203701794464,476
33.9579504730191,-120.203711930619,727
33.958220618264,-120.203722066909,525
33.9544470284247,-120.203255994588,241
33.9547171739441,-120.203266128102,619
33.9544554724856,-120.202931817908,580
33.9515598196316,-120.199902874302,290
33.9515682542348,-120.199578707505,280
33.9433032398062,-120.195051260497,407
33.9435733879839,-120.195061363845,590
33.9430415115648,-120.19471702127,619
33.9433116598422,-120.194727123463,942
33.9435818081052,-120.19473722579,746
33.943049930664,-120.194392885122,687
33.9433200790267,-120.194402986294,1173
33.9430583489117,-120.19406874884,570
33.9433284973596,-120.194078848991,329
33.9422563206216,-120.193714315838,358
33.9427966177603,-120.193734513427,280
33.9430667663079,-120.193744612422,280
33.9422647369107,-120.193390182349,309
33.9376806214284,-120.192894425651,1042
33.9379507704223,-120.19290452005,830
33.9420030035868,-120.193055952174,329
33.9422731523483,-120.193066048725,349
33.9376890345669,-120.192570309242,1062
33.9379591836458,-120.19258040262,1453
33.9382293327103,-120.192590496133,221
33.9420114180877,-120.192731819436,358
33.937967596018,-120.192256285056,1257
33.9382377451676,-120.192266377549,531
33.9385078943027,-120.192276470176,241
33.9387780434232,-120.192286562937,231
33.9412093848546,-120.192377403841,629
33.94147953383,-120.192387497947,368
33.9385163059937,-120.191952350436,163
33.9387864551994,-120.191962442177,290
33.9390566043906,-120.191972534052,270
33.9409476483221,-120.192043180945,580
33.9412177973971,-120.192053273896,707
33.9414879464576,-120.192063366982,388
33.9374441195251,-120.191587869025,241
33.937714268874,-120.191597959208,687
33.9379844182083,-120.191608049525,1046
33.9382545675281,-120.191618139976,599
33.9385247168334,-120.191628230562,1404
33.9387948661242,-120.191638321283,1477
33.9390650154005,-120.191648412138,795
33.9393351646623,-120.191658503127,260
33.9396053139095,-120.191668594251,766
33.9398754631422,-120.191678685509,639
33.9409560599279,-120.191719051886,727
33.9374525291729,-120.191263753098,1183
33.9377226786069,-120.191273842261,1477
33.9379928280263,-120.191283931557,1369
33.9382629774313,-120.191294020988,1232
33.9385331268217,-120.191304110554,1350
33.9388032761976,-120.191314200254,962
33.939073425559,-120.191324290088,619
33.9393435749059,-120.191334380057,854
33.9396137242382,-120.19134447016,1099
33.9398838735561,-120.191354560398,1030
33.9401540228594,-120.19136465077,795
33.9404241721482,-120.191374741276,349
33.9371907884357,-120.19092954903,987
33.9374609379693,-120.190939637038,1193
33.9377310874884,-120.190949725179,1291
33.938001236993,-120.190959813456,1330
33.9382713864831,-120.190969901866,309
33.9385415359586,-120.190979990411,619
33.9390818348661,-120.191000167904,290
33.9393519842981,-120.191010256853,932
33.9396221337155,-120.191020345935,991
33.9398922831185,-120.191030435152,825
33.9401624325069,-120.191040524504,560
33.9404325818809,-120.19105061399,368
34.0066187407847,-120.193526593099,3585
33.9358484479845,-120.190555000936,260
33.9361185976758,-120.190565087251,870
33.9371991962957,-120.190605433855,776
33.9374693459144,-120.190615520842,1124
33.9377394955186,-120.190625607964,697
33.9393603928388,-120.190686133514,407
33.9396305423414,-120.190696221576,736
33.9399006918295,-120.190706309773,658
34.0066271705318,-120.193202215225,3138
33.9350464051515,-120.190200635651,251
33.9353165549714,-120.190210720543,1373
33.9355867047768,-120.190220805569,990
33.9358568545677,-120.190230890729,1048
33.936127004344,-120.190240976024,931
33.9372076033043,-120.190281318546,289
33.9374777530081,-120.190291404513,837
33.9377479026974,-120.190301490614,309
33.939098650926,-120.190351923134,241
33.9396389501158,-120.190372097082,407
33.939909099689,-120.190382184258,427
33.9401792492476,-120.190392271569,251
34.0066355994254,-120.192877837217,336
33.9345145107746,-120.189856361032,609
33.9347846607086,-120.189866444634,550
33.9350548106281,-120.189876528371,1203
33.9353249605331,-120.189886612242,1648
33.9355951104236,-120.189896696248,1154
33.9358652602995,-120.189906780388,931
33.936135410161,-120.189916864662,849
33.9364055600079,-120.189926949071,825
33.9366757098403,-120.189937033614,896
33.9369458596582,-120.189947118291,418
33.9337124650855,-120.189502008717,290
33.9342527651962,-120.189522173209,928
33.9345229152298,-120.189532255657,1634
33.9347930652489,-120.189542338239,437
33.9353333652435,-120.189562503807,907
33.935603515219,-120.189572586792,743
33.9361438151266,-120.189592753166,754
33.9364139650585,-120.189602836554,1166
33.936684114976,-120.189612920076,1119
33.936954264879,-120.189623003733,465
33.9337208684342,-120.189177906269,776
33.9339910185819,-120.189187987428,1095
33.9342611687151,-120.189198068721,717
33.9345313188337,-120.189208150149,1301
33.9361522192408,-120.189268641535,1095
33.9364223692579,-120.189278723903,978
33.9366925192604,-120.189288806405,454
33.9339994211645,-120.188863883825,874
33.9342695713826,-120.188873964098,893
33.9345397215863,-120.188884044506,427
33.9361606225037,-120.18894452977,289
33.9340078228957,-120.188539780089,619
33.9318550201471,-120.188135055192,727
33.9318634194956,-120.187810959349,427
33.9316016673041,-120.187476788388,319
33.9316100648653,-120.187152693296,417
33.9259788613782,-120.185320800695,270
33.9262490128816,-120.185330866741,378
33.9259872520484,-120.184996726219,599
33.9262574036367,-120.185006791245,417
33.9259956418676,-120.184672651609,260
33.9262657935408,-120.184682715615,447
33.9151956826827,-120.173566985088,163
33.9152123966601,-120.172918910244,212
33.9152207523727,-120.172594872622,153
33.9181924600821,-120.172705119903,427
33.9118136497797,-120.157873392459,212
33.9118219651794,-120.15754936298,143
33.9099640996874,-120.156183464592,221
33.9078111303221,-120.155779710114,163
33.9108161247106,-120.154593237482,251
33.9108244312673,-120.154269210752,251
33.9071583715214,-120.149593563622,143
33.9063561787605,-120.149239714398,143
33.905129646694,-120.144329882048,143
33.9056699729582,-120.144349739868,172
33.9046141523453,-120.143338005221,230
33.9048843157649,-120.143347930743,625
33.9051544791701,-120.143357856398,566
33.9048925914722,-120.143023922948,289
33.9043605391401,-120.142680068183,163
33.904900866329,-120.14269991502,277
33.9043688129789,-120.142356062161,163
33.9046389766643,-120.142365984495,202
33.9049091403353,-120.14237590696,242
34.0283724265083,-120.146924337193,313
34.0286425835615,-120.146934320389,926
33.9049174134912,-120.142051898768,207
33.904655521958,-120.141717970016,183
33.9012095291931,-120.138997059253,212
33.9014796938889,-120.139006969812,143
33.9006774630702,-120.138653245321,153
33.9009476278786,-120.138663154597,492
33.9012177926726,-120.138673064004,492
33.9014879574521,-120.138682973544,143
33.9009558904241,-120.138339160235,202
33.9014962201649,-120.138358977145,163
33.9023067146681,-120.1383887035,202
33.9009806729583,-120.137367176357,251
33.9007187668757,-120.137033277286,163
33.9007270250858,-120.136709283283,212
33.9004651170371,-120.136375387136,202
33.9010054478394,-120.136395191292,280
33.9012756132189,-120.136405093568,383
33.9010137044323,-120.136071196006,270
33.9004816290382,-120.135727400508,172
33.9007517946138,-120.135737300482,358
33.9010219601749,-120.135747200589,447
33.9012921257217,-120.135757100827,254
33.8999495524017,-120.13538360948,172
33.9007600494224,-120.135413305952,221
33.9010302150672,-120.135423205039,511
33.8996876403232,-120.135049720333,172
33.9015788005224,-120.135119005891,371
33.9018489662075,-120.135128904355,689
33.9018572196498,-120.134804905486,548
33.902127385404,-120.134814803063,465
33.8999743109733,-120.134411634266,192
33.900244476912,-120.134421529901,192
33.9005146428363,-120.134431425669,202
33.8999825621298,-120.134087642264,212
33.9002527281521,-120.134097536881,221
33.9005228941599,-120.134107431629,221
33.9007930601534,-120.13411732651,192
33.9002609785418,-120.133773543728,251
33.9008013107103,-120.13379333132,212
33.8999990618918,-120.133439657865,202
33.9002692280812,-120.133449550444,280
33.9002774767703,-120.133125557028,231
33.9005476430288,-120.13313544872,192
33.9008178092729,-120.133145340544,221
33.900285724609,-120.13280156348,192
33.8986729727414,-120.13241823464,207
33.8989431392534,-120.132428123504,230
33.8986812183784,-120.132094246941,195
33.899221551555,-120.132114022763,578
33.8984192964716,-120.131760372416,207
33.898689463165,-120.131770259111,254
33.8989596298441,-120.131780145937,207
33.8992297965087,-120.131790032895,383
33.8984275403245,-120.131436385472,266
33.8986977071014,-120.131446271148,289
33.899238040612,-120.131466042895,202
33.899246283865,-120.131142052764,153
33.8989843593527,-120.130808178598,241
33.8992545262677,-120.1308180625,368
33.8989926008216,-120.130484189222,212
33.8992627678201,-120.130494072105,388
33.8969218570119,-120.126841328716,172
33.8963897513377,-120.126497607093,182
33.8966681491457,-120.126183494517,221
33.8942695417426,-120.124798792012,742
33.8945397104179,-120.12480865521,202
33.8953502163573,-120.124838245593,143
33.895620384975,-120.124848109317,143
33.8940075976333,-120.124464956555,172
33.8942777664062,-120.124474818603,531
33.8945479351648,-120.124484680783,423
33.8950882726387,-120.124504405536,153
33.8956286100551,-120.124524130815,172
33.8958987787417,-120.124533993652,349
33.894826327889,-120.124170567516,182
33.8953666655007,-120.124190290495,143
33.8959070030549,-120.124210014,717
33.894294213183,-120.123826871391,394
33.8945643821081,-120.123836731534,413
33.8948345510188,-120.123846591808,231
33.8951047199152,-120.123856452213,511
33.8945726043045,-120.123512756712,472
33.8948427732985,-120.123522615967,403
33.8951129422781,-120.123532475354,599
33.8953831112434,-120.123542334872,212
33.8945808256507,-120.123188781759,850
33.894850994728,-120.123198639996,639
33.8951211637908,-120.123208498364,270
33.8937785385787,-120.122835235808,172
33.8940487077823,-120.122845092633,192
33.8943188769717,-120.122854949588,163
33.8948592153072,-120.122874663893,182
33.8932464193575,-120.122491552431,172
33.8938031942163,-120.121863318934,221
33.8943435331088,-120.121883026603,251
33.8946137025335,-120.121892880634,221
33.8932710719453,-120.121519641274,172
33.8935412415108,-120.121529493762,202
33.8938278422024,-120.120891400879,566
33.8935658866967,-120.120557578368,230
33.8938442699423,-120.120243454852,207
33.8941144398117,-120.120253303528,266
33.8927800139942,-120.119556123057,202
33.892518054365,-120.119222308693,182
33.892788224556,-120.119232153658,501
33.8930583947325,-120.119241998753,300
33.8927964342675,-120.118908184128,339
33.8930666045271,-120.118918028205,270
33.8928128511401,-120.118260244675,182
33.893083021566,-120.118270086715,241
33.8934024231891,-120.116336095157,183
33.8931486557152,-120.115678315509,172
33.8940001638594,-120.114087941431,395
33.8940083603005,-120.11376396573,339
33.8940329445226,-120.11279203784,172
33.894073901222,-120.111172155407,143
33.8951955270191,-120.10959153074,202
33.89576860715,-120.108315226678,163
33.8982083447087,-120.108079544009,172
33.8984785175174,-120.10808935594,163
33.9028912460475,-120.104682238756,202
33.9062928704445,-120.076913870089,143
33.9105882796997,-120.067338109527,163
33.9105963566608,-120.067014056754,212
34.0311207742483,-120.070373734507,289
34.0303183541914,-120.070020004222,324
34.0308587076238,-120.0700394847,301
34.0311288843185,-120.070049225134,313
34.0370778838561,-120.059219676006,1225
34.0373480630176,-120.059229384412,790
34.0376182421649,-120.059239092948,849
34.0373561449697,-120.058904847937,825
34.0376263241987,-120.058914555447,849
34.0378965034133,-120.058924263086,931
34.0376344053775,-120.058590017817,684
34.0379045846738,-120.058599724429,1154
34.0381747639558,-120.058609431172,348
34.0379126650793,-120.058275185644,1119
34.038182844443,-120.05828489136,1037
34.0387393618635,-120.057655219065,324
34.0387474399491,-120.057330676814,301
